image_path,image_stem,lighting_id,person_id,hand,hand_side,split,reference_object,correction_method,denomination,banknote_side,cc_de_mean_before,cc_de_median_before,cc_de_trimean_before,cc_de_p95_before,cc_de_max_before,cc_de_best25_before,cc_de_worst25_before,cc_de_mean_after,cc_de_median_after,cc_de_trimean_after,cc_de_p95_after,cc_de_max_after,cc_de_best25_after,cc_de_worst25_after,bn_de_mean_before,bn_de_median_before,bn_de_trimean_before,bn_de_p95_before,bn_de_max_before,bn_de_best25_before,bn_de_worst25_before,bn_de_mean_after,bn_de_median_after,bn_de_trimean_after,bn_de_p95_after,bn_de_max_after,bn_de_best25_after,bn_de_worst25_after,bn_n_samples,bn_confidence,bn_reproj_rmse,L_median_before,a_median_before,b_median_before,ITA_before,chardon_before,L_median_after,a_median_after,b_median_after,ITA_after,chardon_after,skin_measured,success,failure_reason
IMG_3927.jpeg,IMG_3927,L1,1,left,dorsal,train,none,gray_world,100,single_number,9.497456154511243,10.166638407334599,9.869674098422372,13.313539698402792,15.602830239009318,5.1456528471633325,12.80676871063069,11.701660303071682,10.278916950881035,10.828552330658063,22.036410793684933,22.388985771513575,5.897068632514379,19.424811025033517,15.60298842575634,14.491516093793638,14.882040349440262,22.79896949352222,32.728504519460685,12.4684678137204,20.527787039047446,8.216723289441324,8.196680628899566,8.176675304337055,12.918792527824591,23.782267239868187,3.965917418837576,12.563344995442767,380,0.550375939849624,2021.0819271672985,53.570556640625,16.671875,21.609375,9.382315618998707,Brown,77.38037109375,16.78125,18.953125,55.308406470233535,Very Light,True,True,
IMG_3927.jpeg,IMG_3927,L1,1,left,dorsal,train,none,shades_of_gray,100,single_number,9.497456154511243,10.166638407334599,9.869674098422372,13.313539698402792,15.602830239009318,5.1456528471633325,12.80676871063069,6.730523808640716,6.545276173868707,6.590555953865357,10.644799493841845,11.45961726597063,3.731887575478112,10.24195521285583,15.60298842575634,14.491516093793638,14.882040349440262,22.79896949352222,32.728504519460685,12.4684678137204,20.527787039047446,7.740439196849466,7.317870550683189,7.456954124890405,11.450292155581439,21.568767504994035,5.049009683784545,10.92871527235106,380,0.550375939849624,2021.0819271672985,53.570556640625,16.671875,21.609375,9.382315618998707,Brown,68.133544921875,18.78125,21.640625,39.96098737246888,Intermediate,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,none,baseline,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,,,,,,,,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,,,,,,,,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,,,,,,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,colorchecker,linear,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,6.762084885550089,6.78217838417279,6.610941587815842,12.83920855429682,13.92635190546144,2.4879560616038385,11.304206891179106,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,6.4756644810496855,5.471246646804293,5.681663086907241,16.077131099392883,27.045002612938497,2.0921163032654837,12.457704229973434,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,65.88134765625,16.078125,18.5625,40.54900003483303,Intermediate,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,banknote,linear,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,13.815767976724208,11.072095440826665,11.931360819575644,29.313336017666884,40.207165681507206,5.897968065673177,25.501656473410986,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,4.9730187955803835,3.4851535863543734,3.6917469128974814,16.44148166101768,27.768222913709224,1.4892880287175834,11.18288717735157,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,60.382080078125,16.78125,8.90625,49.37541235999039,Light,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,colorchecker,affine,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,4.81988511329196,3.167850918226648,3.638961976634108,12.624726335552802,14.898971689142842,1.7119102827021502,10.316534896713128,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,5.696566382736922,4.656564000414762,4.921393954885392,14.482495710402661,24.38783818757917,2.010896681071674,10.974370080789592,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,66.7724609375,15.5,18.375,42.38942231121515,Light,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,banknote,affine,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,28.567537515476307,27.340574821764957,28.750574530652745,53.873898433109986,55.57485538024121,8.520268740825895,51.30462578962258,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,3.533784567246211,2.706206054587039,2.769983703490939,9.731286467158093,24.31208380839128,1.1341159645470702,7.5861442209863625,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,86.376953125,-8.90625,26.71875,53.702842713419905,Light,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,colorchecker,poly2,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,2.9667442730193407,2.297498232008321,2.448205726697548,6.560053737730934,9.04485565197443,1.2289390546365582,5.853051533900242,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,5.9299166613782575,5.049434497989446,5.075422527376108,14.994712558414449,24.35873599335503,2.942261408100115,10.731076349735211,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,67.633056640625,14.515625,17.75,44.810634321239434,Light,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,banknote,poly2,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,33.30233789592185,31.23566417467474,31.995081292718694,70.88349856038984,73.71287435798381,8.65276842603952,60.27063875699707,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,2.9183624264427395,1.997382935122026,2.1688610664657038,8.119579325708939,24.39254214363268,0.9243447924611805,6.5131913188033,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,92.88330078125,-17.25,43.34375,44.6940455933608,Light,True,True,
IMG_3930.jpeg,IMG_3930,L1,1,right,palm,train,colorchecker,poly3_cheung,100,single_number,13.306446039724472,13.60524294583316,13.362108092209148,17.968562499766396,19.600344396576055,9.715591536674513,16.860864080376352,2.3934032978949715,2.185897878216342,2.19088883844838,5.02332649911256,6.300257557404451,0.9245876107051666,4.389169450562785,13.797606388644603,12.283882376059367,12.71951638768931,24.958149236563,36.41491156445446,9.102393485286038,20.91555976661661,5.896792962634569,5.101368169603155,5.1243236588613765,14.736131777212833,25.472344076144562,2.84567848036216,10.479026180209416,380,0.475,2034.1463965005787,53.125,15.0,18.03125,9.832278584969796,Brown,68.4814453125,14.265625,16.6875,47.920090021412314,Light,True,True,
